+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
--,1-4,9,0,5,9-18,5-10,40,L.  James,0,2,24,5,2,2,"April 18, 2007",270418005,1,Cavaliers,SF
--,0-0,3,0,3,3-7,4-4,17,Z.  Ilgauskas,2,4,10,5,1,0,"April 18, 2007",270418005,1,Cavaliers,C
--,1-3,5,1,3,6-16,0-1,38,L.  Hughes,3,1,13,6,0,1,"April 18, 2007",270418005,1,Cavaliers,SG
--,3-4,5,1,3,9-14,0-0,34,S.  Pavlovic,1,3,21,4,2,5,"April 18, 2007",270418005,1,Cavaliers,SG
--,0-0,0,0,0,0-0,0-0,0,D.  Jones II,0,0,0,0,0,0,"April 18, 2007",270418005,0,Cavaliers,PF
--,0-3,1,0,4,6-10,2-3,21,D.  Marshall,3,0,14,7,1,0,"April 18, 2007",270418005,0,Cavaliers,PF
--,0-0,0,1,8,3-6,3-5,34,A.  Varejao,4,2,9,12,0,3,"April 18, 2007",270418005,0,Cavaliers,C
--,0-0,0,0,0,0-0,0-0,0,S.  Brown,0,0,0,0,0,0,"April 18, 2007",270418005,0,Cavaliers,PG
--,0-0,3,0,3,3-6,1-1,22,E.  Snow,1,2,7,4,0,0,"April 18, 2007",270418005,0,Cavaliers,PG
--,1-3,2,1,1,2-5,0-0,10,D.  Gibson,1,1,5,2,1,0,"April 18, 2007",270418005,0,Cavaliers,SG
--,0-0,0,0,0,0-0,0-0,0,D.  Wesley,0,0,0,0,0,0,"April 18, 2007",270418005,0,Cavaliers,SG
,,,,,,,Did not play,I.  Newble,,,,,,,"April 18, 2007",270418005,0,Cavaliers,SF
,,,,,,,Did not play,S.  Pollard,,,,,,,"April 18, 2007",270418005,0,Cavaliers,C
,,,,,,,Did not play,D.  Jones,,,,,,,"April 18, 2007",270418005,0,Cavaliers,PG
--,2-2,2,0,3,5-6,1-6,35,B.  Bowen,2,1,13,5,0,1,"November 2, 2006",261102006,1,Spurs,SF
--,0-0,4,1,7,5-13,3-5,34,T.  Duncan,3,3,13,10,1,3,"November 2, 2006",261102006,1,Spurs,C
--,0-0,1,1,2,2-3,0-0,16,F.  Oberto,0,0,4,2,0,3,"November 2, 2006",261102006,1,Spurs,C
--,0-1,3,0,2,5-11,9-12,34,T.  Parker,0,3,19,2,1,1,"November 2, 2006",261102006,1,Spurs,PG
--,1-2,5,1,4,6-12,3-5,34,M.  Ginobili,0,1,16,4,2,1,"November 2, 2006",261102006,1,Spurs,SG
--,0-2,0,0,6,1-4,0-0,20,R.  Horry,0,4,2,6,0,0,"November 2, 2006",261102006,0,Spurs,PF
--,0-0,0,0,0,0-0,0-0,0,E.  Williams,0,0,0,0,0,0,"November 2, 2006",261102006,0,Spurs,PF
--,0-0,0,0,0,0-0,0-0,0,J.  Butler,0,0,0,0,0,0,"November 2, 2006",261102006,0,Spurs,C
--,0-0,1,2,6,5-7,2-2,26,F.  Elson,0,3,12,6,0,3,"November 2, 2006",261102006,0,Spurs,C
--,0-0,4,0,0,1-2,6-6,14,B.  Udrih,0,0,8,0,0,0,"November 2, 2006",261102006,0,Spurs,PG
--,0-0,0,0,1,0-0,0-0,0,J.  Vaughn,0,0,0,1,0,0,"November 2, 2006",261102006,0,Spurs,PG
--,1-4,0,0,1,4-11,1-1,27,M.  Finley,2,1,10,3,2,0,"November 2, 2006",261102006,0,Spurs,SG
,,,,,,,Did not play,M.  Bonner,,,,,,,"November 2, 2006",261102006,0,Spurs,C
,,,,,,,Did not play,B.  Barry,,,,,,,"November 2, 2006",261102006,0,Spurs,SG
--,1-4,4,2,4,7-16,5-6,36,J.  Howard,2,2,20,6,1,1,"November 2, 2006",261102006,1,Mavericks,SF
--,0-0,0,3,2,1-3,1-3,26,D.  Diop,6,4,3,8,1,1,"November 2, 2006",261102006,1,Mavericks,C
--,2-4,1,1,9,9-20,1-2,33,D.  Nowitzki,2,5,21,11,1,1,"November 2, 2006",261102006,1,Mavericks,C
--,0-1,4,0,2,7-13,0-0,32,J.  Terry,0,5,14,2,0,1,"November 2, 2006",261102006,1,Mavericks,SG
--,0-1,0,0,2,0-5,0-0,18,G.  Buckner,0,1,0,2,1,0,"November 2, 2006",261102006,1,Mavericks,SG
--,2-3,1,0,1,5-9,0-0,15,A.  Croshere,0,0,12,1,0,0,"November 2, 2006",261102006,0,Mavericks,PF
--,0-1,1,0,2,4-8,1-1,26,J.  Stackhouse,1,2,9,3,0,2,"November 2, 2006",261102006,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  George,0,0,0,0,0,0,"November 2, 2006",261102006,0,Mavericks,SF
--,0-0,1,1,4,3-5,2-4,21,E.  Dampier,2,1,8,6,0,5,"November 2, 2006",261102006,0,Mavericks,C
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 2, 2006",261102006,0,Mavericks,C
--,0-0,0,0,0,1-3,0-0,18,A.  Johnson,0,3,2,0,1,0,"November 2, 2006",261102006,0,Mavericks,PG
--,0-2,3,0,0,1-6,0-0,14,D.  Harris,0,5,2,0,0,0,"November 2, 2006",261102006,0,Mavericks,PG
--,0-0,0,0,0,0-0,0-0,0,J.J. ,0,0,0,0,0,0,"November 2, 2006",261102006,0,Mavericks,PG
,,,,,,,Did not play,P.  Mensah-Bonsu,,,,,,,"November 2, 2006",261102006,0,Mavericks,PF
,,,,,,,Did not play,M.  Ager,,,,,,,"November 2, 2006",261102006,0,Mavericks,SF
--,0-1,0,1,1,7-13,2-3,32,J.  Howard,0,2,16,1,0,2,"November 4, 2006",261104010,1,Mavericks,SF
--,0-0,0,0,1,1-1,1-2,18,D.  Diop,3,3,3,4,0,3,"November 4, 2006",261104010,1,Mavericks,C
--,1-1,1,0,3,10-18,3-3,34,D.  Nowitzki,1,2,24,4,0,2,"November 4, 2006",261104010,1,Mavericks,C
--,0-2,4,0,4,0-5,1-2,27,J.  Terry,0,2,1,4,0,3,"November 4, 2006",261104010,1,Mavericks,SG
--,0-1,2,0,3,1-5,1-1,22,G.  Buckner,0,2,3,3,0,1,"November 4, 2006",261104010,1,Mavericks,SG
--,0-1,1,1,2,1-5,0-0,17,A.  Croshere,1,1,2,3,0,1,"November 4, 2006",261104010,0,Mavericks,PF
--,0-0,0,0,0,0-0,0-0,0,P.  Mensah-Bonsu,0,0,0,0,0,0,"November 4, 2006",261104010,0,Mavericks,PF
--,0-2,2,0,4,2-7,4-4,25,J.  Stackhouse,1,1,8,5,0,2,"November 4, 2006",261104010,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  George,0,0,0,0,0,0,"November 4, 2006",261104010,0,Mavericks,SF
--,0-0,1,0,0,0-1,0-0,7,M.  Ager,0,1,0,0,0,1,"November 4, 2006",261104010,0,Mavericks,SF
--,0-0,0,1,4,1-3,0-2,23,E.  Dampier,5,4,2,9,0,4,"November 4, 2006",261104010,0,Mavericks,C
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 4, 2006",261104010,0,Mavericks,C
--,3-3,0,0,0,4-5,0-0,19,A.  Johnson,0,2,11,0,0,2,"November 4, 2006",261104010,0,Mavericks,PG
--,0-0,2,0,1,1-4,2-2,13,D.  Harris,0,2,4,1,1,0,"November 4, 2006",261104010,0,Mavericks,PG
--,0-1,0,0,0,1-3,0-0,3,J.J. ,0,2,2,0,0,1,"November 4, 2006",261104010,0,Mavericks,PG
--,0-0,1,0,1,1-4,0-0,17,C.  Hayes,2,6,2,3,2,0,"November 4, 2006",261104010,1,Rockets,PF
--,0-3,3,1,2,2-6,0-0,33,S.  Battier,0,1,4,2,1,0,"November 4, 2006",261104010,1,Rockets,SF
--,0-0,1,2,5,12-16,12-12,36,Y.  Ming,1,2,36,6,1,4,"November 4, 2006",261104010,1,Rockets,C
--,4-6,12,0,8,4-10,2-2,39,R.  Alston,0,0,14,8,4,0,"November 4, 2006",261104010,1,Rockets,PG
--,0-1,4,0,3,4-11,0-3,22,T.  McGrady,0,4,8,3,0,1,"November 4, 2006",261104010,1,Rockets,SG
--,0-0,0,0,0,0-0,0-0,3,J.  Howard,0,0,0,0,0,0,"November 4, 2006",261104010,0,Rockets,PF
--,0-0,0,0,0,0-0,0-0,0,S.  Padgett,0,0,0,0,0,0,"November 4, 2006",261104010,0,Rockets,PF
--,1-1,0,0,1,2-2,0-0,11,S.  Novak,1,0,5,2,0,1,"November 4, 2006",261104010,0,Rockets,SF
--,0-0,0,2,3,1-1,0-0,9,D.  Mutombo,1,2,2,4,0,2,"November 4, 2006",261104010,0,Rockets,C
--,0-0,0,0,0,0-0,0-0,0,J.  Lucas III,0,0,0,0,0,0,"November 4, 2006",261104010,0,Rockets,PG
--,0-0,0,0,0,1-1,3-5,4,V.  Spanoulis,0,1,5,0,1,1,"November 4, 2006",261104010,0,Rockets,PG
--,3-4,3,0,2,6-8,2-2,20,L.  Head,0,2,17,2,1,3,"November 4, 2006",261104010,0,Rockets,PG
--,0-0,0,0,0,0-0,0-0,0,B.  Sura,0,0,0,0,0,0,"November 4, 2006",261104010,0,Rockets,PG
--,0-1,1,0,2,3-6,6-6,30,K.  Snyder,1,2,12,3,2,1,"November 4, 2006",261104010,0,Rockets,SG
--,0-0,1,0,1,1-4,0-0,14,B.  Wells,1,3,2,2,1,0,"November 4, 2006",261104010,0,Rockets,SG
--,1-2,4,1,6,8-10,3-3,42,T.  Murphy,0,3,20,6,0,2,"November 6, 2006",261106006,1,Warriors,PF
--,2-4,1,1,3,4-8,2-2,36,M.  Pietrus,2,5,12,5,0,4,"November 6, 2006",261106006,1,Warriors,SF
--,0-0,1,3,5,1-2,1-2,27,A.  Biedrins,3,2,3,8,1,0,"November 6, 2006",261106006,1,Warriors,C
--,2-8,8,1,5,9-22,6-9,48,B.  Davis,2,3,26,7,2,4,"November 6, 2006",261106006,1,Warriors,PG
--,1-3,2,0,5,7-19,7-8,34,J.  Richardson,2,3,22,7,1,4,"November 6, 2006",261106006,1,Warriors,SG
--,0-0,0,0,1,1-1,0-0,9,M.  Barnes,0,2,2,1,0,0,"November 6, 2006",261106006,0,Warriors,SF
--,0-0,0,0,0,0-0,0-0,0,Z.  Cabarkapa,0,0,0,0,0,0,"November 6, 2006",261106006,0,Warriors,SF
--,0-0,0,0,0,0-0,0-0,0,K.  McLeod,0,0,0,0,0,0,"November 6, 2006",261106006,0,Warriors,PG
--,3-4,3,0,3,5-9,3-4,31,M.  Ellis,0,3,16,3,1,3,"November 6, 2006",261106006,0,Warriors,SG
--,1-2,0,0,2,1-2,3-3,13,M.  Dunleavy,0,0,6,2,0,0,"November 6, 2006",261106006,0,Warriors,SG
--,0-0,0,0,0,0-0,0-0,0,D.  Wagner,0,0,0,0,0,0,"November 6, 2006",261106006,0,Warriors,SG
,,,,,,,Did not play,I.  Diogu,,,,,,,"November 6, 2006",261106006,0,Warriors,PF
,,,,,,,Did not play,A.  Foyle,,,,,,,"November 6, 2006",261106006,0,Warriors,C
,,,,,,,Did not play,P.  O'Bryant,,,,,,,"November 6, 2006",261106006,0,Warriors,C
,,,,,,,Did not play,A.  Roberson,,,,,,,"November 6, 2006",261106006,0,Warriors,SG
--,2-5,1,0,2,5-10,1-2,15,J.  Howard,1,2,13,3,2,0,"November 6, 2006",261106006,1,Mavericks,SF
--,0-0,1,0,1,0-0,0-0,13,D.  Diop,2,3,0,3,0,1,"November 6, 2006",261106006,1,Mavericks,C
--,1-1,6,0,10,7-10,11-12,43,D.  Nowitzki,1,2,26,11,1,3,"November 6, 2006",261106006,1,Mavericks,C
--,2-3,4,2,4,7-14,1-2,34,D.  Harris,2,3,17,6,3,2,"November 6, 2006",261106006,1,Mavericks,PG
--,3-8,6,0,2,5-15,2-2,36,J.  Terry,0,3,15,2,3,2,"November 6, 2006",261106006,1,Mavericks,SG
--,0-2,0,0,0,1-6,0-0,16,A.  Croshere,1,1,2,1,0,1,"November 6, 2006",261106006,0,Mavericks,PF
--,0-0,0,0,0,0-0,0-0,0,P.  Mensah-Bonsu,0,0,0,0,0,0,"November 6, 2006",261106006,0,Mavericks,PF
--,0-4,1,0,2,3-12,0-0,26,J.  Stackhouse,2,0,6,4,0,2,"November 6, 2006",261106006,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  George,0,0,0,0,0,0,"November 6, 2006",261106006,0,Mavericks,SF
--,0-0,0,0,1,3-4,1-2,15,E.  Dampier,1,1,7,2,0,1,"November 6, 2006",261106006,0,Mavericks,C
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 6, 2006",261106006,0,Mavericks,C
--,1-3,3,0,3,2-5,0-0,19,A.  Johnson,1,4,5,4,1,0,"November 6, 2006",261106006,0,Mavericks,PG
--,2-4,1,1,3,5-7,1-2,23,G.  Buckner,0,3,13,3,0,0,"November 6, 2006",261106006,0,Mavericks,SG
,,,,,,,Did not play,M.  Ager,,,,,,,"November 6, 2006",261106006,0,Mavericks,SF
,,,,,,,Did not play,J.J. ,,,,,,,"November 6, 2006",261106006,0,Mavericks,PG
--,2-4,3,0,3,5-12,0-0,37,J.  Stackhouse,1,1,12,4,1,1,"November 8, 2006",261108012,1,Mavericks,SF
--,0-0,0,1,4,3-6,1-3,28,E.  Dampier,3,4,7,7,0,2,"November 8, 2006",261108012,1,Mavericks,C
--,0-4,4,2,11,7-20,5-7,43,D.  Nowitzki,1,2,19,12,0,3,"November 8, 2006",261108012,1,Mavericks,C
--,0-0,5,0,0,2-7,2-2,29,D.  Harris,0,4,6,0,3,2,"November 8, 2006",261108012,1,Mavericks,PG
--,2-7,1,0,3,9-18,3-4,40,J.  Terry,1,1,23,4,1,1,"November 8, 2006",261108012,1,Mavericks,SG
--,0-2,0,0,2,0-3,0-0,5,A.  Croshere,0,1,0,2,0,1,"November 8, 2006",261108012,0,Mavericks,PF
--,0-0,0,0,0,0-1,0-0,2,M.  Ager,0,0,0,0,0,0,"November 8, 2006",261108012,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,J.  Howard,0,0,0,0,0,0,"November 8, 2006",261108012,0,Mavericks,SF
--,0-3,0,0,1,0-3,0-0,4,D.  George,0,1,0,1,0,0,"November 8, 2006",261108012,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 8, 2006",261108012,0,Mavericks,C
--,0-0,0,3,1,1-1,2-2,11,D.  Diop,2,3,4,3,0,3,"November 8, 2006",261108012,0,Mavericks,C
--,0-0,0,0,0,0-0,0-0,0,J.J. ,0,0,0,0,0,0,"November 8, 2006",261108012,0,Mavericks,PG
--,1-1,1,0,2,3-7,2-2,19,A.  Johnson,1,2,9,3,0,1,"November 8, 2006",261108012,0,Mavericks,PG
--,1-2,1,0,2,2-4,0-0,22,G.  Buckner,0,5,5,2,0,0,"November 8, 2006",261108012,0,Mavericks,SG
,,,,,,,Did not play,P.  Mensah-Bonsu,,,,,,,"November 8, 2006",261108012,0,Mavericks,PF
--,0-0,2,0,9,5-13,3-7,35,E.  Brand,3,2,13,12,1,1,"November 8, 2006",261108012,1,Clippers,PF
--,0-0,1,1,1,4-5,0-0,33,Q.  Ross,3,2,8,4,0,1,"November 8, 2006",261108012,1,Clippers,SF
--,0-0,0,0,1,2-9,0-0,11,C.  Kaman,1,3,4,2,0,2,"November 8, 2006",261108012,1,Clippers,C
--,0-2,9,0,4,8-15,5-6,37,S.  Cassell,0,4,21,4,1,1,"November 8, 2006",261108012,1,Clippers,PG
--,2-3,3,1,6,10-15,6-7,38,C.  Mobley,1,0,28,7,4,0,"November 8, 2006",261108012,1,Clippers,SG
--,0-2,1,0,2,2-5,0-0,15,T.  Thomas,1,3,4,3,0,1,"November 8, 2006",261108012,0,Clippers,PF
--,0-1,1,0,10,5-13,2-2,31,C.  Maggette,2,1,12,12,0,3,"November 8, 2006",261108012,0,Clippers,SF
--,0-0,0,1,2,0-1,2-2,6,J.  Singleton,1,1,2,3,0,0,"November 8, 2006",261108012,0,Clippers,SF
--,0-0,0,0,0,0-0,1-2,2,P.  Davis,0,0,1,0,0,0,"November 8, 2006",261108012,0,Clippers,C
--,0-0,0,0,0,0-0,0-0,0,Z.  Rebraca,0,0,0,0,0,0,"November 8, 2006",261108012,0,Clippers,C
--,0-0,0,0,0,0-0,0-0,0,A.  Williams,0,0,0,0,0,0,"November 8, 2006",261108012,0,Clippers,C
--,0-0,3,2,1,4-7,2-2,31,S.  Livingston,0,2,10,1,2,0,"November 8, 2006",261108012,0,Clippers,PG
,,,,,,,Did not play,Y.  Korolev,,,,,,,"November 8, 2006",261108012,0,Clippers,SF
,,,,,,,Did not play,D.  Ewing,,,,,,,"November 8, 2006",261108012,0,Clippers,PG
--,1-3,1,1,2,10-16,2-2,39,J.  Stackhouse,1,0,23,3,3,2,"November 9, 2006",261109021,1,Mavericks,SF
--,0-0,0,1,3,4-7,0-0,17,E.  Dampier,4,3,8,7,1,3,"November 9, 2006",261109021,1,Mavericks,C
--,1-2,4,0,7,11-19,12-12,43,D.  Nowitzki,0,3,35,7,1,4,"November 9, 2006",261109021,1,Mavericks,C
--,0-0,1,0,2,3-4,4-4,21,D.  Harris,1,6,10,3,2,3,"November 9, 2006",261109021,1,Mavericks,PG
--,4-6,2,0,1,9-15,8-11,38,J.  Terry,2,3,30,3,2,1,"November 9, 2006",261109021,1,Mavericks,SG
--,0-0,0,0,0,0-0,0-0,0,P.  Mensah-Bonsu,0,0,0,0,0,0,"November 9, 2006",261109021,0,Mavericks,PF
--,0-0,0,0,0,0-0,0-0,3,M.  Ager,0,1,0,0,0,0,"November 9, 2006",261109021,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,J.  Howard,0,0,0,0,0,0,"November 9, 2006",261109021,0,Mavericks,SF
--,0-1,0,0,3,0-4,3-4,20,D.  George,2,3,3,5,1,2,"November 9, 2006",261109021,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 9, 2006",261109021,0,Mavericks,C
--,0-0,0,1,1,1-1,0-0,18,D.  Diop,3,4,2,4,1,2,"November 9, 2006",261109021,0,Mavericks,C
--,0-1,6,0,4,2-7,4-4,25,A.  Johnson,1,4,8,5,1,0,"November 9, 2006",261109021,0,Mavericks,PG
--,0-0,0,0,0,0-0,0-0,16,G.  Buckner,0,1,0,0,1,1,"November 9, 2006",261109021,0,Mavericks,SG
,,,,,,,Did not play,A.  Croshere,,,,,,,"November 9, 2006",261109021,0,Mavericks,PF
,,,,,,,Did not play,J.J. ,,,,,,,"November 9, 2006",261109021,0,Mavericks,PG
--,0-0,1,0,6,6-9,4-4,35,A.  Stoudemire,2,5,16,8,2,2,"November 9, 2006",261109021,1,Suns,C
--,0-0,5,0,2,4-7,5-6,35,B.  Diaw,2,3,13,4,0,2,"November 9, 2006",261109021,1,Suns,C
--,3-4,9,0,1,8-18,1-1,37,S.  Nash,0,5,20,1,2,10,"November 9, 2006",261109021,1,Suns,PG
--,2-6,1,0,3,9-16,1-2,42,S.  Marion,3,4,21,6,3,1,"November 9, 2006",261109021,1,Suns,SG
--,5-8,4,1,1,9-15,7-7,42,L.  Barbosa,0,5,30,1,0,2,"November 9, 2006",261109021,1,Suns,SG
--,0-0,0,0,0,1-1,1-2,4,K.  Thomas,0,1,3,0,0,0,"November 9, 2006",261109021,0,Suns,PF
--,0-0,0,0,0,0-0,0-0,0,S.  Marks,0,0,0,0,0,0,"November 9, 2006",261109021,0,Suns,PF
--,0-0,0,0,0,0-2,0-0,7,M.  Banks,0,2,0,0,0,1,"November 9, 2006",261109021,0,Suns,PG
--,0-1,0,0,3,0-1,0-0,14,J.  Jones,0,1,0,3,0,0,"November 9, 2006",261109021,0,Suns,SG
--,1-2,1,0,2,4-6,0-0,24,J.  Rose,0,3,9,2,0,0,"November 9, 2006",261109021,0,Suns,SG
--,0-0,0,0,0,0-0,0-0,0,R.  Bell,0,0,0,0,0,0,"November 9, 2006",261109021,0,Suns,SG
,,,,,,,Did not play,J.  Jones,,,,,,,"November 9, 2006",261109021,0,Suns,SF
,,,,,,,Did not play,P.  Burke,,,,,,,"November 9, 2006",261109021,0,Suns,C
,,,,,,,Did not play,E.  Piatkowski,,,,,,,"November 9, 2006",261109021,0,Suns,SG
--,0-3,9,0,2,6-14,4-4,33,J.  Stackhouse,0,1,16,2,3,3,"November 12, 2006",261112022,1,Mavericks,SF
--,0-0,0,1,5,4-5,0-1,28,E.  Dampier,3,5,8,8,0,3,"November 12, 2006",261112022,1,Mavericks,C
--,2-3,3,1,9,8-16,8-9,40,D.  Nowitzki,1,2,26,10,0,0,"November 12, 2006",261112022,1,Mavericks,C
--,0-0,4,0,2,2-3,4-4,31,D.  Harris,1,3,8,3,0,2,"November 12, 2006",261112022,1,Mavericks,PG
--,4-6,2,0,1,9-14,2-3,36,J.  Terry,0,2,24,1,1,2,"November 12, 2006",261112022,1,Mavericks,SG
--,0-0,0,0,0,0-0,0-0,0,P.  Mensah-Bonsu,0,0,0,0,0,0,"November 12, 2006",261112022,0,Mavericks,PF
--,0-1,0,0,0,0-2,0-0,3,M.  Ager,0,2,0,0,1,0,"November 12, 2006",261112022,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,J.  Howard,0,0,0,0,0,0,"November 12, 2006",261112022,0,Mavericks,SF
--,0-1,0,0,0,0-1,2-2,10,D.  George,0,0,2,0,0,2,"November 12, 2006",261112022,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 12, 2006",261112022,0,Mavericks,C
--,0-0,1,1,2,2-3,0-0,19,D.  Diop,2,3,4,4,0,0,"November 12, 2006",261112022,0,Mavericks,C
--,0-1,2,0,1,3-5,0-0,17,A.  Johnson,0,4,6,1,1,2,"November 12, 2006",261112022,0,Mavericks,PG
--,1-2,0,0,1,4-6,0-0,24,G.  Buckner,2,2,9,3,0,0,"November 12, 2006",261112022,0,Mavericks,SG
,,,,,,,Did not play,A.  Croshere,,,,,,,"November 12, 2006",261112022,0,Mavericks,PF
,,,,,,,Did not play,J.J. ,,,,,,,"November 12, 2006",261112022,0,Mavericks,PG
--,1-1,1,0,6,8-22,3-4,38,Z.  Randolph,3,3,20,9,1,5,"November 12, 2006",261112022,1,Trail Blazers,PF
--,2-5,0,0,1,3-7,0-0,18,M.  Webster,0,3,8,1,0,2,"November 12, 2006",261112022,1,Trail Blazers,SF
--,0-0,0,1,1,1-2,0-0,20,J.  Magloire,0,3,2,1,0,0,"November 12, 2006",261112022,1,Trail Blazers,C
--,0-2,10,0,2,4-10,12-12,38,J.  Jack,1,5,20,3,4,3,"November 12, 2006",261112022,1,Trail Blazers,PG
--,0-2,2,0,2,3-6,2-2,24,I.  Udoka,0,2,8,2,0,0,"November 12, 2006",261112022,1,Trail Blazers,SG
--,0-0,0,0,2,5-9,0-0,19,L.  Aldridge,6,2,10,8,0,0,"November 12, 2006",261112022,0,Trail Blazers,PF
--,0-0,0,0,0,0-0,0-0,0,D.  Miles,0,0,0,0,0,0,"November 12, 2006",261112022,0,Trail Blazers,SF
--,0-0,1,0,1,1-2,0-0,13,S.  Graham,0,0,2,1,0,0,"November 12, 2006",261112022,0,Trail Blazers,SF
--,0-0,0,0,1,3-6,3-3,26,T.  Outlaw,0,1,9,1,1,0,"November 12, 2006",261112022,0,Trail Blazers,SF
--,0-0,0,0,0,0-0,0-0,0,J.  Przybilla,0,0,0,0,0,0,"November 12, 2006",261112022,0,Trail Blazers,C
--,0-0,0,0,0,0-0,0-0,0,R.  LaFrentz,0,0,0,0,0,0,"November 12, 2006",261112022,0,Trail Blazers,C
--,0-0,2,0,0,2-2,0-0,10,D.  Dickau,1,2,4,1,0,2,"November 12, 2006",261112022,0,Trail Blazers,PG
--,2-5,1,0,2,5-10,1-1,34,J.  Dixon,1,3,13,3,1,3,"November 12, 2006",261112022,0,Trail Blazers,SG
,,,,,,,Did not play,S.  Rodriguez,,,,,,,"November 12, 2006",261112022,0,Trail Blazers,PG
,,,,,,,Did not play,B.  Roy,,,,,,,"November 12, 2006",261112022,0,Trail Blazers,SG
--,1-4,3,0,1,7-17,4-4,30,J.  Stackhouse,1,2,19,2,2,2,"November 17, 2006",261117029,1,Mavericks,SF
--,0-0,0,2,6,8-11,6-6,33,E.  Dampier,9,3,22,15,0,2,"November 17, 2006",261117029,1,Mavericks,C
--,2-6,5,2,9,7-18,10-12,38,D.  Nowitzki,1,3,26,10,1,0,"November 17, 2006",261117029,1,Mavericks,C
--,0-0,7,1,2,5-8,3-4,29,D.  Harris,2,3,13,4,0,1,"November 17, 2006",261117029,1,Mavericks,PG
--,2-5,4,0,2,6-13,1-2,37,J.  Terry,0,2,15,2,1,0,"November 17, 2006",261117029,1,Mavericks,SG
--,0-0,0,0,0,0-0,0-0,0,P.  Mensah-Bonsu,0,0,0,0,0,0,"November 17, 2006",261117029,0,Mavericks,PF
--,0-0,0,0,0,0-0,0-0,0,J.  Howard,0,0,0,0,0,0,"November 17, 2006",261117029,0,Mavericks,SF
--,1-2,0,0,4,3-7,0-0,19,D.  George,1,3,7,5,0,1,"November 17, 2006",261117029,0,Mavericks,SF
--,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,0,0,0,"November 17, 2006",261117029,0,Mavericks,C
--,0-0,0,1,1,0-0,2-2,14,D.  Diop,1,5,2,2,0,1,"November 17, 2006",261117029,0,Mavericks,C
--,0-1,2,0,0,2-5,2-2,20,A.  Johnson,0,0,6,0,1,0,"November 17, 2006",261117029,0,Mavericks,PG
--,0-2,1,0,0,1-4,3-5,19,G.  Buckner,0,1,5,0,0,1,"November 17, 2006",261117029,0,Mavericks,SG
,,,,,,,Did not play,A.  Croshere,,,,,,,"November 17, 2006",261117029,0,Mavericks,PF
,,,,,,,Did not play,M.  Ager,,,,,,,"November 17, 2006",261117029,0,Mavericks,SF
,,,,,,,Did not play,J.J. ,,,,,,,"November 17, 2006",261117029,0,Mavericks,PG
--,0-0,0,2,5,8-13,5-6,32,S.  Swift,2,3,21,7,0,3,"November 17, 2006",261117029,1,Grizzlies,PF
--,0-0,1,1,6,10-16,6-8,42,H.  Warrick,2,6,26,8,1,1,"November 17, 2006",261117029,1,Grizzlies,PF
--,0-1,0,0,2,0-3,1-2,12,R.  Gay,0,3,1,2,0,0,"November 17, 2006",261117029,1,Grizzlies,SF
--,0-0,5,0,2,3-5,5-5,27,C.  Atkins,0,4,11,2,0,3,"November 17, 2006",261117029,1,Grizzlies,PG
--,1-4,4,0,5,7-13,1-1,34,M.  Miller,0,3,16,5,2,1,"November 17, 2006",261117029,1,Grizzlies,SG
--,0-0,1,1,3,2-6,4-7,20,L.  Roberts,3,3,8,6,0,0,"November 17, 2006",261117029,0,Grizzlies,PF
--,0-0,0,0,0,0-0,0-0,0,P.  Gasol,0,0,0,0,0,0,"November 17, 2006",261117029,0,Grizzlies,C
--,0-0,2,0,2,2-5,3-4,17,K.  Lowry,1,2,7,3,1,2,"November 17, 2006",261117029,0,Grizzlies,PG
--,0-0,5,1,0,5-11,1-1,32,D.  Stoudamire,1,4,11,1,0,1,"November 17, 2006",261117029,0,Grizzlies,PG
--,0-0,0,0,0,0-0,0-0,0,T.  Kinsey,0,0,0,0,0,0,"November 17, 2006",261117029,0,Grizzlies,SG
--,0-0,0,0,4,1-3,0-0,23,D.  Jones,0,1,2,4,1,1,"November 17, 2006",261117029,0,Grizzlies,SG
--,0-0,0,0,0,0-0,0-0,0,E.  Jones,0,0,0,0,0,0,"November 17, 2006",261117029,0,Grizzlies,SG
